master_project_id,master_project_name,timeline_id,tfnsw_project_id,project_name,project_group,estimated_value_code,delivery_type,stage_name,timing_status,start_quarter,end_quarter,start_quarter_index,end_quarter_index,fill_color_hex,source_page,source_shape_type,source_x0,source_x1
MASTER-0281,"McEvoy Street and Botany Road, Waterloo Intersection Improvements",TLS-0196,TFNSW-0112,"McEvoy Street and Botany Road, Waterloo Intersection Improvements",Minor Projects,$,TBA,Construction procurement,Confirmed,Q4 2026,Q2 2027,1,3,#DD0030,9,curve,188.34655375222655,263.9897787284254
MASTER-0281,"McEvoy Street and Botany Road, Waterloo Intersection Improvements",TLS-0197,TFNSW-0112,"McEvoy Street and Botany Road, Waterloo Intersection Improvements",Minor Projects,$,TBA,Construction and commissioning,Confirmed,Q3 2027,Q4 2028,4,9,#173077,9,curve,266.020476915813,419.33761747159855
MASTER-0282,North Sydney Active Transport,TLS-0198,TFNSW-0113,North Sydney Active Transport,Minor Projects,$,TBA,Concept design and/or environmental assessment,Confirmed,Q3 2026,Q3 2026,0,0,#20A8E1,9,curve,163.21675993530138,186.56970187426208
MASTER-0282,North Sydney Active Transport,TLS-0199,TFNSW-0113,North Sydney Active Transport,Minor Projects,$,TBA,Detailed or reference design procurement,Confirmed,Q4 2026,Q4 2026,1,1,#EC7C0E,9,curve,189.1080620564971,212.4610039954578
MASTER-0282,North Sydney Active Transport,TLS-0200,TFNSW-0113,North Sydney Active Transport,Minor Projects,$,TBA,Detailed or reference design,Confirmed,Q1 2027,Q2 2027,2,3,#7BAE27,9,curve,214.99936417769277,264.24361130984903
MASTER-0282,North Sydney Active Transport,TLS-0201,TFNSW-0113,North Sydney Active Transport,Minor Projects,$,TBA,Construction procurement,Confirmed,Q3 2027,Q4 2027,4,5,#DD0030,9,curve,266.020476915813,315.77239669881624
MASTER-0282,North Sydney Active Transport,TLS-0202,TFNSW-0113,North Sydney Active Transport,Minor Projects,$,TBA,Construction and commissioning,Confirmed,Q1 2028,Q3 2028,6,8,#173077,9,curve,317.8030835582043,393.4463085344032
MASTER-0282,North Sydney Active Transport,TLS-0203,TFNSW-0113,North Sydney Active Transport,Minor Projects,$,TBA,Concept design and/or environmental assessment,Confirmed,Q1 2029,Q1 2029,10,10,#20A8E1,9,curve,422.1298267472565,445.4827686862173
MASTER-0282,North Sydney Active Transport,TLS-0204,TFNSW-0113,North Sydney Active Transport,Minor Projects,$,TBA,Construction procurement,Confirmed,Q2 2029,Q3 2029,11,12,#DD0030,9,curve,447.259613364182,497.0115331471852
MASTER-0282,North Sydney Active Transport,TLS-0205,TFNSW-0113,North Sydney Active Transport,Minor Projects,$,TBA,Construction and commissioning,Confirmed,Q4 2029,Q2 2030,13,15,#173077,9,curve,499.042251206572,574.6854761827708
MASTER-0283,Parramatta to Sydney Foreshore link,TLS-0206,TFNSW-0114,Parramatta to Sydney Foreshore link,Minor Projects,$,TBA,Project staging not yet available,Not available,Q3 2026,Q2 2030,0,15,#C3AAD2,9,curve,162.9629236098779,575.1931160976192
MASTER-0284,Princes Hwy/Waratah St Intrs-Kirrawee,TLS-0207,TFNSW-0115,Princes Hwy/Waratah St Intrs-Kirrawee,Minor Projects,$,TBA,Construction procurement,Confirmed,Q4 2026,Q1 2027,1,2,#DD0030,9,curve,188.34655375222655,238.09847353522983
MASTER-0284,Princes Hwy/Waratah St Intrs-Kirrawee,TLS-0208,TFNSW-0115,Princes Hwy/Waratah St Intrs-Kirrawee,Minor Projects,$,TBA,Construction and commissioning,Confirmed,Q2 2027,Q1 2029,3,10,#173077,9,curve,240.1291603946179,445.22891133679457
MASTER-0285,Safety Barrier Program,TLS-0209,TFNSW-0116,Safety Barrier Program,Minor Projects,$,TBA,Project staging not yet available,Not available,Q3 2026,Q2 2030,0,15,#C3AAD2,9,curve,162.9629236098779,575.1931160976192
MASTER-0286,Shellharbour Hospital Shared User Path,TLS-0210,TFNSW-0117,Shellharbour Hospital Shared User Path,Minor Projects,$,TBA,Project staging not yet available,Not available,Q3 2026,Q2 2030,0,15,#C3AAD2,9,curve,162.9629236098779,575.1931160976192
MASTER-0287,Strategic Cycleway Corridors,TLS-0211,TFNSW-0118,Strategic Cycleway Corridors,Minor Projects,$,TBA,Detailed or reference design,To be confirmed,Q3 2026,Q2 2029,0,11,#D0DDAD,9,curve,163.21675993530138,471.37405899941336
MASTER-0288,Sutherland to Cronulla Active Transport Link (Stage 2B West),TLS-0212,TFNSW-0119,Sutherland to Cronulla Active Transport Link (Stage 2B West),Minor Projects,$,TBA,Concept design and/or environmental assessment,Confirmed,Q3 2026,Q2 2027,0,3,#20A8E1,9,curve,163.21675993530138,264.2436174538488
MASTER-0288,Sutherland to Cronulla Active Transport Link (Stage 2B West),TLS-0213,TFNSW-0119,Sutherland to Cronulla Active Transport Link (Stage 2B West),Minor Projects,$,TBA,Detailed or reference design procurement,Confirmed,Q3 2027,Q3 2027,4,4,#EC7C0E,9,curve,266.7819708200841,290.1349127590448
MASTER-0288,Sutherland to Cronulla Active Transport Link (Stage 2B West),TLS-0214,TFNSW-0119,Sutherland to Cronulla Active Transport Link (Stage 2B West),Minor Projects,$,TBA,Detailed or reference design,Confirmed,Q4 2027,Q2 2028,5,7,#7BAE27,9,curve,292.6732873412792,367.80883966663106
MASTER-0288,Sutherland to Cronulla Active Transport Link (Stage 2B West),TLS-0215,TFNSW-0119,Sutherland to Cronulla Active Transport Link (Stage 2B West),Minor Projects,$,TBA,Construction procurement,Confirmed,Q3 2028,Q4 2028,8,9,#DD0030,9,curve,369.58568780059574,419.337607583599
MASTER-0288,Sutherland to Cronulla Active Transport Link (Stage 2B West),TLS-0216,TFNSW-0119,Sutherland to Cronulla Active Transport Link (Stage 2B West),Minor Projects,$,TBA,Construction and commissioning,Confirmed,Q1 2029,Q2 2029,10,11,#173077,9,curve,421.368294442987,471.12021422599025
MASTER-0289,Sutherland to Cronulla Active Transport Link (Stage 3),TLS-0217,TFNSW-0120,Sutherland to Cronulla Active Transport Link (Stage 3),Minor Projects,$,TBA,Concept design and/or environmental assessment,Confirmed,Q3 2026,Q2 2027,0,3,#20A8E1,9,curve,163.21675993530138,264.2436174538488
MASTER-0289,Sutherland to Cronulla Active Transport Link (Stage 3),TLS-0218,TFNSW-0120,Sutherland to Cronulla Active Transport Link (Stage 3),Minor Projects,$,TBA,Detailed or reference design procurement,Confirmed,Q3 2027,Q3 2027,4,4,#EC7C0E,9,curve,266.7819708200841,290.1349127590448
MASTER-0289,Sutherland to Cronulla Active Transport Link (Stage 3),TLS-0219,TFNSW-0120,Sutherland to Cronulla Active Transport Link (Stage 3),Minor Projects,$,TBA,Detailed or reference design,Confirmed,Q4 2027,Q2 2028,5,7,#7BAE27,9,curve,292.6732873412792,367.80883966663106
MASTER-0289,Sutherland to Cronulla Active Transport Link (Stage 3),TLS-0220,TFNSW-0120,Sutherland to Cronulla Active Transport Link (Stage 3),Minor Projects,$,TBA,Construction procurement,Confirmed,Q3 2028,Q4 2028,8,9,#DD0030,9,curve,369.58568780059574,419.337607583599
MASTER-0289,Sutherland to Cronulla Active Transport Link (Stage 3),TLS-0221,TFNSW-0120,Sutherland to Cronulla Active Transport Link (Stage 3),Minor Projects,$,TBA,Construction and commissioning,Confirmed,Q1 2029,Q2 2029,10,11,#173077,9,curve,421.368294442987,471.12021422599025
MASTER-0290,Sydney Park Junction,TLS-0222,TFNSW-0121,Sydney Park Junction,Minor Projects,$,TBA,Construction procurement,Confirmed,Q3 2026,Q4 2026,0,1,#DD0030,9,curve,162.4552516310309,212.20717141403415
MASTER-0290,Sydney Park Junction,TLS-0223,TFNSW-0121,Sydney Park Junction,Minor Projects,$,TBA,Construction and commissioning,Confirmed,Q1 2027,Q4 2028,2,9,#173077,9,curve,214.2378414734229,419.3375924155996
MASTER-0291,Thurgoona Drive Intersection Upgrade,TLS-0224,TFNSW-0122,Thurgoona Drive Intersection Upgrade,Minor Projects,$,TBA,Project staging not yet available,Not available,Q3 2026,Q2 2030,0,15,#C3AAD2,9,curve,162.9629236098779,575.1931160976192
MASTER-0292,"WSRB, Package 4; Bradfield Layover",TLS-0225,TFNSW-0123,"WSRB, Package 4; Bradfield Layover",Minor Projects,$,TBA,Project staging not yet available,Not available,Q3 2026,Q2 2030,0,15,#C3AAD2,9,curve,162.9629236098779,575.1931160976192
