master_project_id,master_project_name,snapshot_id,project_id,project_match_key,budget_year,project_name,agency,agency_group,government_sector,work_category,delivery_status,program_group,location,start_period,start_year,start_disclosed,completion_period,completion_year,completion_disclosed,estimated_total_cost_000,total_cost_disclosed,estimated_expenditure_to_june_000,expenditure_disclosed,annual_allocation_000,allocation_disclosed,source_file,source_page,source_row_top
MASTER-0001,"Heathcote Road, The Avenue to Princes Highway",BUD-0068923BF1-2024-25,BUD-0068923BF1,Transport for NSW|heathcote road the avenue to princes highway planning,2024-25,Heathcote Road - The Avenue to Princes Highway (Planning),Transport for NSW,Transport for NSW,general_government,Major Works,Works in Progress,Connecting Sydney Roads,Various,n.a.,,False,n.a.,,False,,False,4006,True,2500,True,bp3-infrastructure-statement-2024-25.pdf,142,254.602
MASTER-0097,Upgrade of Bandon Road (Planning) (State and Federal Funded)(f),BUD-7C25E09D3F-2024-25,BUD-7C25E09D3F,Transport for NSW|upgrade of bandon road planning state and federal funded,2024-25,Upgrade of Bandon Road (Planning) (State and Federal Funded)(f),Transport for NSW,Transport for NSW,general_government,Major Works,Works in Progress,Connecting Sydney Roads,Various,n.a.,,False,n.a.,,False,,False,4312,True,4200,True,bp3-infrastructure-statement-2024-25.pdf,143,194.842
MASTER-0098,Spring Farm Parkway Stage 1,BUD-7CD033B2CE-2024-25,BUD-7CD033B2CE,Transport for NSW|spring farm parkway stage 1,2024-25,Spring Farm Parkway Stage 1,Transport for NSW,Transport for NSW,general_government,Major Works,Works in Progress,Connecting Sydney Roads,Menangle Park,n.a.,,False,2024,2024,True,206000,True,103400,True,34505,True,bp3-infrastructure-statement-2024-25.pdf,142,763.332
MASTER-0099,Newell Highway Narrabri to Moree Heavy Duty Pavements (State and Federal Funded),BUD-7D2A013AD4-2024-25,BUD-7D2A013AD4,Transport for NSW|newell highway narrabri to moree heavy duty pavements state and federal funded,2024-25,Newell Highway Narrabri to Moree Heavy Duty Pavements (State and Federal Funded),Transport for NSW,Transport for NSW,general_government,Major Works,Works in Progress,Newell Corridor,Narrabri - Boggabilla,n.a.,,False,2026,2026,True,261170,True,171247,True,63161,True,bp3-infrastructure-statement-2024-25.pdf,144,429.13199999999995
MASTER-0099,Newell Highway Narrabri to Moree Heavy Duty Pavements (State and Federal Funded),BUD-7D2A013AD4-2025-26,BUD-7D2A013AD4,Transport for NSW|newell highway narrabri to moree heavy duty pavements state and federal funded,2025-26,Newell Highway Narrabri to Moree Heavy Duty Pavements (State and Federal Funded),Transport for NSW,Transport for NSW,general_government,Major Works,Works in Progress,Newell Corridor,Narrabri – Moree,n.a.,,False,2026,2026,True,261170,True,232730,True,13859,True,bp3-infrastructure-statement-nsw-budget-2025-26.pdf,155,497.552
MASTER-0100,Yass Road-Bungendore Road- Ellerton Drive Intersection,BUD-7FF3EA741A-2025-26,BUD-7FF3EA741A,Transport for NSW|yass road bungendore road ellerton drive intersection,2025-26,Yass Road-Bungendore Road- Ellerton Drive Intersection,Transport for NSW,Transport for NSW,general_government,Major Works,Works in Progress,Regional Roads Fund,Queanbeyan,n.a.,,False,n.a.,,False,,False,,False,1100,True,bp3-infrastructure-statement-nsw-budget-2025-26.pdf,157,510.992
MASTER-0100,Yass Road-Bungendore Road- Ellerton Drive Intersection,BUD-7FF3EA741A-2026-27,BUD-7FF3EA741A,Transport for NSW|yass road bungendore road ellerton drive intersection,2026-27,Yass Road-Bungendore Road- Ellerton Drive Intersection,Transport for NSW,Transport for NSW,general_government,Major Works,Works in Progress,Regional Roads Fund,Queanbeyan,n.a.,,False,n.a.,,False,,False,1861,True,13450,True,bp3-infrastructure-statement-nsw-budget-2026-27.pdf,154,339.3949999999999
MASTER-0101,Parramatta Light Rail Stage 2 Main Works,BUD-808CD55D38-2024-25,BUD-808CD55D38,Transport for NSW|parramatta light rail stage 2,2024-25,Parramatta Light Rail Stage 2,Transport for NSW,Transport for NSW,general_government,Major Works,Works in Progress,Light Rail,Parramatta,n.a.,,False,n.a.,,False,,False,103313,True,91897,True,bp3-infrastructure-statement-2024-25.pdf,144,188.342
MASTER-0101,Parramatta Light Rail Stage 2 Main Works,BUD-808CD55D38-2025-26,BUD-808CD55D38,Transport for NSW|parramatta light rail stage 2,2025-26,Parramatta Light Rail Stage 2,Transport for NSW,Transport for NSW,general_government,Major Works,Works in Progress,Light Rail,Parramatta,n.a.,,False,n.a.,,False,,False,198148,True,149173,True,bp3-infrastructure-statement-nsw-budget-2025-26.pdf,155,241.40199999999993
MASTER-0101,Parramatta Light Rail Stage 2 Main Works,BUD-808CD55D38-2026-27,BUD-808CD55D38,Transport for NSW|parramatta light rail stage 2,2026-27,Parramatta Light Rail Stage 2,Transport for NSW,Transport for NSW,general_government,Major Works,Works in Progress,Light Rail,Parramatta,n.a.,,False,n.a.,,False,,False,386963,True,317507,True,bp3-infrastructure-statement-nsw-budget-2026-27.pdf,151,655.285
MASTER-0102,Barton Highway Improvements (State and Federal Funded),BUD-80E896BC80-2024-25,BUD-80E896BC80,Transport for NSW|barton highway improvements state and federal funded,2024-25,Barton Highway Improvements (State and Federal Funded),Transport for NSW,Transport for NSW,general_government,Major Works,Works in Progress,Connecting Regional NSW (Roads and Bridges),Goulburn,n.a.,,False,n.a.,,False,,False,121424,True,10060,True,bp3-infrastructure-statement-2024-25.pdf,141,437.072
MASTER-0102,Barton Highway Improvements (State and Federal Funded),BUD-80E896BC80-2025-26,BUD-80E896BC80,Transport for NSW|barton highway improvements state and federal funded,2025-26,Barton Highway Improvements (State and Federal Funded),Transport for NSW,Transport for NSW,general_government,Major Works,Works in Progress,Connecting Regional NSW (Roads and Bridges),Goulburn,n.a.,,False,n.a.,,False,,False,122081,True,4407,True,bp3-infrastructure-statement-nsw-budget-2025-26.pdf,152,502.352
MASTER-0102,Barton Highway Improvements (State and Federal Funded),BUD-80E896BC80-2026-27,BUD-80E896BC80,Transport for NSW|barton highway improvements state and federal funded,2026-27,Barton Highway Improvements (State and Federal Funded),Transport for NSW,Transport for NSW,general_government,Major Works,Works in Progress,Connecting Regional NSW (Roads and Bridges),Goulburn,n.a.,,False,n.a.,,False,,False,126134,True,10182,True,bp3-infrastructure-statement-nsw-budget-2026-27.pdf,149,485.0949999999999
MASTER-0103,Safe Accessible Transport,BUD-82A62F45E8-2024-25,BUD-82A62F45E8,Transport Asset Manager/Holding Entity NSW|safe accessible transport program,2024-25,"Safe, Accessible Transport Program",Transport Asset Holding Entity of New South Wales,Transport Asset Manager/Holding Entity NSW,public_non_financial_corporation,Major Works,Works in Progress,,Various,n.a.,,False,n.a.,,False,,False,2819575,True,111499,True,bp3-infrastructure-statement-2024-25.pdf,155,283.9119999999999
MASTER-0103,Safe Accessible Transport,BUD-82A62F45E8-2025-26,BUD-82A62F45E8,Transport Asset Manager/Holding Entity NSW|safe accessible transport program,2025-26,"Safe, Accessible Transport Program",Transport Asset Manager New South Wales,Transport Asset Manager/Holding Entity NSW,public_non_financial_corporation,Major Works,Works in Progress,,Various,n.a.,,False,n.a.,,False,,False,2929980,True,64746,True,bp3-infrastructure-statement-nsw-budget-2025-26.pdf,168,262.04200000000003
MASTER-0103,Safe Accessible Transport,BUD-82A62F45E8-2026-27,BUD-82A62F45E8,Transport Asset Manager/Holding Entity NSW|safe accessible transport program,2026-27,"Safe, Accessible Transport Program",Transport Asset Manager New South Wales (TAM),Transport Asset Manager/Holding Entity NSW,public_non_financial_corporation,Major Works,Works in Progress,,Various,n.a.,,False,n.a.,,False,,False,3019212,True,93801,True,bp3-infrastructure-statement-nsw-budget-2026-27.pdf,164,279.275
MASTER-0104,New Electric Bus Program,BUD-82E6706A7A-2026-27,BUD-82E6706A7A,Transport for NSW|new electric bus program,2026-27,New Electric Bus Program,Transport for NSW,Transport for NSW,general_government,Major Works,Works in Progress,Other Major Programs,Various,n.a.,,False,n.a.,,False,,False,716939,True,549997,True,bp3-infrastructure-statement-nsw-budget-2026-27.pdf,152,588.3249999999999
MASTER-0105,Terrigal Drive Upgrade,BUD-8457D20AEE-2025-26,BUD-8457D20AEE,Transport for NSW|terrigal drive upgrade federal funded,2025-26,Terrigal Drive Upgrade (Federal Funded),Transport for NSW,Transport for NSW,general_government,Major Works,Works in Progress,Connecting Central Coast Roads,Terrigal,n.a.,,False,n.a.,,False,,False,,False,5000,True,bp3-infrastructure-statement-nsw-budget-2025-26.pdf,152,285.352
MASTER-0105,Terrigal Drive Upgrade,BUD-8457D20AEE-2026-27,BUD-8457D20AEE,Transport for NSW|terrigal drive upgrade federal funded,2026-27,Terrigal Drive Upgrade (Federal Funded),Transport for NSW,Transport for NSW,general_government,Major Works,Works in Progress,Connecting Central Coast Roads,Terrigal,n.a.,,False,n.a.,,False,,False,907,True,12200,True,bp3-infrastructure-statement-nsw-budget-2026-27.pdf,149,304.5949999999999
MASTER-0106,Sydney Fish Markets Ferry Wharf,BUD-851F6E1FF5-2025-26,BUD-851F6E1FF5,Transport for NSW|sydney fish markets ferry stop,2025-26,Sydney Fish Markets Ferry Stop,Transport for NSW,Transport for NSW,general_government,Major Works,Works in Progress,Other Major Programs,Pyrmont,n.a.,,False,n.a.,,False,,False,,False,20000,True,bp3-infrastructure-statement-nsw-budget-2025-26.pdf,156,336.23199999999997
MASTER-0106,Sydney Fish Markets Ferry Wharf,BUD-851F6E1FF5-2026-27,BUD-851F6E1FF5,Transport for NSW|sydney fish markets ferry stop,2026-27,Sydney Fish Markets Ferry Stop,Transport for NSW,Transport for NSW,general_government,Major Works,Works in Progress,Other Major Programs,Pyrmont,n.a.,,False,n.a.,,False,,False,3186,True,26814,True,bp3-infrastructure-statement-nsw-budget-2026-27.pdf,153,127.80499999999996
MASTER-0107,Old Windsor Road (Planning) (Federal Funded),BUD-85A55BA206-2026-27,BUD-85A55BA206,Transport for NSW|old windsor road planning federal funded,2026-27,Old Windsor Road (Planning) (Federal Funded),Transport for NSW,Transport for NSW,general_government,Major Works,Works in Progress,Other Major Programs,Various,n.a.,,False,n.a.,,False,,False,200,True,1000,True,bp3-infrastructure-statement-nsw-budget-2026-27.pdf,152,603.805
MASTER-0108,"New England Highway, Muswellbrook Bypass (State and Federal Funded)",BUD-85E906140C-2024-25,BUD-85E906140C,Transport for NSW|new england highway muswellbrook bypass state and federal funded,2024-25,"New England Highway, Muswellbrook Bypass (State and Federal Funded)",Transport for NSW,Transport for NSW,general_government,Major Works,Works in Progress,New England Corridor,Muswellbrook,n.a.,,False,n.a.,,False,,False,24924,True,11700,True,bp3-infrastructure-statement-2024-25.pdf,144,303.352
MASTER-0108,"New England Highway, Muswellbrook Bypass (State and Federal Funded)",BUD-85E906140C-2025-26,BUD-85E906140C,Transport for NSW|new england highway muswellbrook bypass state and federal funded,2025-26,"New England Highway, Muswellbrook Bypass (State and Federal Funded)",Transport for NSW,Transport for NSW,general_government,Major Works,Works in Progress,New England Corridor,Muswellbrook,n.a.,,False,n.a.,,False,,False,30510,True,23493,True,bp3-infrastructure-statement-nsw-budget-2025-26.pdf,155,322.072
MASTER-0108,"New England Highway, Muswellbrook Bypass (State and Federal Funded)",BUD-85E906140C-2026-27,BUD-85E906140C,Transport for NSW|new england highway muswellbrook bypass state and federal funded,2026-27,"New England Highway, Muswellbrook Bypass (State and Federal Funded)",Transport for NSW,Transport for NSW,general_government,Major Works,Works in Progress,New England Corridor,Muswellbrook,n.a.,,False,n.a.,,False,,False,41053,True,74246,True,bp3-infrastructure-statement-nsw-budget-2026-27.pdf,151,736.0649999999999
MASTER-0109,Swan Hill Bridge (State and Federal Funded),BUD-880BB0DE69-2025-26,BUD-880BB0DE69,Transport for NSW|swan hill bridge state and federal funded,2025-26,Swan Hill Bridge (State and Federal Funded),Transport for NSW,Transport for NSW,general_government,Major Works,Works in Progress,Connecting Regional NSW (Roads and Bridges),Murray Downs,n.a.,,False,n.a.,,False,,False,6819,True,2422,True,bp3-infrastructure-statement-nsw-budget-2025-26.pdf,153,131.942
MASTER-0109,Swan Hill Bridge (State and Federal Funded),BUD-880BB0DE69-2026-27,BUD-880BB0DE69,Transport for NSW|swan hill bridge state and federal funded,2026-27,Swan Hill Bridge (State and Federal Funded),Transport for NSW,Transport for NSW,general_government,Major Works,Works in Progress,Connecting Regional NSW (Roads and Bridges),Murray Downs,n.a.,,False,n.a.,,False,,False,9142,True,5430,True,bp3-infrastructure-statement-nsw-budget-2026-27.pdf,149,689.265
MASTER-0110,Fixing Country Rail,BUD-8888CFE34F-2024-25,BUD-8888CFE34F,Transport Asset Manager/Holding Entity NSW|fixing country rail,2024-25,Fixing Country Rail,Transport Asset Holding Entity of New South Wales,Transport Asset Manager/Holding Entity NSW,public_non_financial_corporation,Major Works,Works in Progress,,Various,n.a.,,False,n.a.,,False,,False,87281,True,18601,True,bp3-infrastructure-statement-2024-25.pdf,155,163.86199999999997
MASTER-0110,Fixing Country Rail,BUD-8888CFE34F-2025-26,BUD-8888CFE34F,Transport Asset Manager/Holding Entity NSW|fixing country rail,2025-26,Fixing Country Rail,Transport Asset Manager New South Wales,Transport Asset Manager/Holding Entity NSW,public_non_financial_corporation,Major Works,Works in Progress,,Various,n.a.,,False,n.a.,,False,,False,89531,True,15000,True,bp3-infrastructure-statement-nsw-budget-2025-26.pdf,168,163.14199999999994
MASTER-0110,Fixing Country Rail,BUD-8888CFE34F-2026-27,BUD-8888CFE34F,Transport Asset Manager/Holding Entity NSW|fixing country rail,2026-27,Fixing Country Rail,Transport Asset Manager New South Wales (TAM),Transport Asset Manager/Holding Entity NSW,public_non_financial_corporation,Major Works,Works in Progress,,Various,n.a.,,False,n.a.,,False,,False,100718,True,20802,True,bp3-infrastructure-statement-nsw-budget-2026-27.pdf,164,164.64499999999998
MASTER-0111,Regional Rail Fleet Program,BUD-8A6975EE09-2024-25,BUD-8A6975EE09,Transport Asset Manager/Holding Entity NSW|regional rail fleet program,2024-25,Regional Rail Fleet Program,Transport Asset Holding Entity of New South Wales,Transport Asset Manager/Holding Entity NSW,public_non_financial_corporation,Major Works,Works in Progress,,Various,2017,2017,True,n.a.,,False,,False,1068847,True,321134,True,bp3-infrastructure-statement-2024-25.pdf,155,268.52199999999993
MASTER-0111,Regional Rail Fleet Program,BUD-8A6975EE09-2025-26,BUD-8A6975EE09,Transport Asset Manager/Holding Entity NSW|regional rail fleet program,2025-26,Regional Rail Fleet Program,Transport Asset Manager New South Wales,Transport Asset Manager/Holding Entity NSW,public_non_financial_corporation,Major Works,Works in Progress,,Various,2017,2017,True,n.a.,,False,,False,1251753,True,212594,True,bp3-infrastructure-statement-nsw-budget-2025-26.pdf,168,246.682
MASTER-0111,Regional Rail Fleet Program,BUD-8A6975EE09-2026-27,BUD-8A6975EE09,Transport Asset Manager/Holding Entity NSW|regional rail fleet program,2026-27,Regional Rail Fleet Program,Transport Asset Manager New South Wales (TAM),Transport Asset Manager/Holding Entity NSW,public_non_financial_corporation,Major Works,Works in Progress,,Various,2017,2017,True,n.a.,,False,,False,1410614,True,353167,True,bp3-infrastructure-statement-nsw-budget-2026-27.pdf,164,263.67499999999995
MASTER-0112,Thornton bridge duplication,BUD-8D580420A0-2024-25,BUD-8D580420A0,Transport for NSW|thornton rail bridge,2024-25,Thornton Rail Bridge,Transport for NSW,Transport for NSW,general_government,Major Works,Works in Progress,Regional Roads Fund,Maitland,n.a.,,False,n.a.,,False,,False,500,True,1000,True,bp3-infrastructure-statement-2024-25.pdf,146,441.4678399999999
MASTER-0112,Thornton bridge duplication,BUD-8D580420A0-2025-26,BUD-8D580420A0,Transport for NSW|thornton rail bridge,2025-26,Thornton Rail Bridge,Transport for NSW,Transport for NSW,general_government,Major Works,Works in Progress,Regional Roads Fund,Maitland,n.a.,,False,n.a.,,False,,False,1085,True,2500,True,bp3-infrastructure-statement-nsw-budget-2025-26.pdf,157,453.872
MASTER-0113,Golden Highway Upgrades - Mudies Creek (State and Federal Funded),BUD-8D5E06A8C1-2024-25,BUD-8D5E06A8C1,Transport for NSW|golden highway upgrades mudies creek state and federal funded,2024-25,Golden Highway Upgrades - Mudies Creek (State and Federal Funded),Transport for NSW,Transport for NSW,general_government,Major Works,Works in Progress,Connecting Regional NSW (Roads and Bridges),Whittingham,n.a.,,False,2025,2025,True,,False,38926,True,11796,True,bp3-infrastructure-statement-2024-25.pdf,141,526.142
MASTER-0113,Golden Highway Upgrades - Mudies Creek (State and Federal Funded),BUD-8D5E06A8C1-2025-26,BUD-8D5E06A8C1,Transport for NSW|golden highway upgrades mudies creek state and federal funded,2025-26,Golden Highway Upgrades - Mudies Creek (State and Federal Funded),Transport for NSW,Transport for NSW,general_government,Major Works,Works in Progress,Connecting Regional NSW (Roads and Bridges),Whittingham,n.a.,,False,2026,2026,True,,False,44769,True,13416,True,bp3-infrastructure-statement-nsw-budget-2025-26.pdf,152,591.4219999999999
MASTER-0114,Homebush Bay Drive and Australia Avenue Intersection Upgrade (State and Federal Funded),BUD-8F69D8D289-2026-27,BUD-8F69D8D289,Transport for NSW|homebush bay drive and australia avenue intersection upgrade state and federal funded,2026-27,Homebush Bay Drive and Australia Avenue Intersection Upgrade (State and Federal Funded),Transport for NSW,Transport for NSW,general_government,Major Works,Works in Progress,Connecting Sydney Roads,Liberty Grove,n.a.,,False,n.a.,,False,,False,18854,True,5242,True,bp3-infrastructure-statement-nsw-budget-2026-27.pdf,150,384.295
MASTER-0115,Epping Station Bridge Replacement (State and Federal Funded),BUD-90A8D182FB-2024-25,BUD-90A8D182FB,Transport for NSW|epping station bridge replacement state and federal funded,2024-25,Epping Station Bridge Replacement (State and Federal Funded),Transport for NSW,Transport for NSW,general_government,Major Works,Works in Progress,Connecting Sydney Roads,Epping,n.a.,,False,n.a.,,False,,False,17465,True,17814,True,bp3-infrastructure-statement-2024-25.pdf,142,217.88199999999995
MASTER-0115,Epping Station Bridge Replacement (State and Federal Funded),BUD-90A8D182FB-2025-26,BUD-90A8D182FB,Transport for NSW|epping station bridge replacement state and federal funded,2025-26,Epping Station Bridge Replacement (State and Federal Funded),Transport for NSW,Transport for NSW,general_government,Major Works,Works in Progress,Connecting Sydney Roads,Epping,n.a.,,False,n.a.,,False,,False,32651,True,15390,True,bp3-infrastructure-statement-nsw-budget-2025-26.pdf,153,345.832
MASTER-0115,Epping Station Bridge Replacement (State and Federal Funded),BUD-90A8D182FB-2026-27,BUD-90A8D182FB,Transport for NSW|epping station bridge replacement state and federal funded,2026-27,Epping Station Bridge Replacement (State and Federal Funded),Transport for NSW,Transport for NSW,general_government,Major Works,Works in Progress,Connecting Sydney Roads,Epping,n.a.,,False,n.a.,,False,,False,56538,True,33302,True,bp3-infrastructure-statement-nsw-budget-2026-27.pdf,150,216.8749999999999
MASTER-0116,Traffic Lights at Elara Boulevard,BUD-91EAA5B3F9-2024-25,BUD-91EAA5B3F9,Transport for NSW|traffic lights at elara boulevard,2024-25,Traffic Lights at Elara Boulevard,Transport for NSW,Transport for NSW,general_government,Major Works,Works in Progress,Urban Roads Fund,Marsden Park,n.a.,,False,n.a.,,False,,False,1000,True,4000,True,bp3-infrastructure-statement-2024-25.pdf,147,266.602
MASTER-0117,Spring Farm Parkway Stage 2 (Planning) (State and Federal Funded)(c),BUD-920324F71C-2024-25,BUD-920324F71C,Transport for NSW|spring farm parkway stage 2 planning state and federal funded,2024-25,Spring Farm Parkway Stage 2 - Planning (State and Federal Funded),Transport for NSW,Transport for NSW,general_government,Major Works,Works in Progress,Urban Roads Fund,Various,n.a.,,False,n.a.,,False,,False,3769,True,3300,True,bp3-infrastructure-statement-2024-25.pdf,147,214.28199999999993
MASTER-0117,Spring Farm Parkway Stage 2 (Planning) (State and Federal Funded)(c),BUD-920324F71C-2025-26,BUD-920324F71C,Transport for NSW|spring farm parkway stage 2 planning state and federal funded,2025-26,Spring Farm Parkway Stage 2 (Planning) (State and Federal Funded)(d),Transport for NSW,Transport for NSW,general_government,Major Works,Works in Progress,Urban Roads Fund,Various,n.a.,,False,n.a.,,False,,False,6027,True,4968,True,bp3-infrastructure-statement-nsw-budget-2025-26.pdf,158,147.54200000000003
MASTER-0117,Spring Farm Parkway Stage 2 (Planning) (State and Federal Funded)(c),BUD-920324F71C-2026-27,BUD-920324F71C,Transport for NSW|spring farm parkway stage 2 planning state and federal funded,2026-27,Spring Farm Parkway Stage 2 (Planning) (State and Federal Funded)(c),Transport for NSW,Transport for NSW,general_government,Major Works,Works in Progress,Urban Roads Fund,Various,n.a.,,False,n.a.,,False,,False,9363,True,3000,True,bp3-infrastructure-statement-nsw-budget-2026-27.pdf,154,626.245
MASTER-0118,"Pacific Highway - Harrington Road Intersection Upgrade, Coopernook (Planning)(State and Federal Funded)",BUD-943E51C71A-2024-25,BUD-943E51C71A,Transport for NSW|pacific highway harrington road intersection upgrade coopernook planning state and federal funded,2024-25,"Pacific Highway - Harrington Road Intersection Upgrade, Coopernook (Planning)(State and Federal Funded)",Transport for NSW,Transport for NSW,general_government,Major Works,Works in Progress,Pacific Corridor,Coopernook,n.a.,,False,n.a.,,False,,False,4260,True,740,True,bp3-infrastructure-statement-2024-25.pdf,145,581.102
MASTER-0119,"M12 Motorway, M7 to The Northern Road (State and Federal Funded)",BUD-94E9E7CC29-2024-25,BUD-94E9E7CC29,Transport for NSW|m12 motorway m7 to the northern road state and federal funded,2024-25,"M12 Motorway, M7 to The Northern Road (State and Federal Funded)",Transport for NSW,Transport for NSW,general_government,Major Works,Works in Progress,Western Sydney Infrastructure Plan,Badgerys Creek,n.a.,,False,2026,2026,True,2000000,True,1431087,True,395671,True,bp3-infrastructure-statement-2024-25.pdf,147,318.952
MASTER-0119,"M12 Motorway, M7 to The Northern Road (State and Federal Funded)",BUD-94E9E7CC29-2025-26,BUD-94E9E7CC29,Transport for NSW|m12 motorway m7 to the northern road state and federal funded,2025-26,"M12 Motorway, M7 to The Northern Road (State and Federal Funded)",Transport for NSW,Transport for NSW,general_government,Major Works,Works in Progress,Western Sydney Infrastructure Plan,Badgerys Creek,n.a.,,False,2026,2026,True,2000000,True,1922833,True,31720,True,bp3-infrastructure-statement-nsw-budget-2025-26.pdf,158,225.802
MASTER-0120,New England Highway Duplication (Goonoo Goonoo Road) (State and Federal Funded),BUD-9A68224DAA-2024-25,BUD-9A68224DAA,Transport for NSW|new england highway duplication goonoo goonoo road state and federal funded,2024-25,New England Highway Duplication (Goonoo Goonoo Road) (State and Federal Funded),Transport for NSW,Transport for NSW,general_government,Major Works,Works in Progress,New England Corridor,Tamworth,n.a.,,False,n.a.,,False,,False,2984,True,5000,True,bp3-infrastructure-statement-2024-25.pdf,144,256.04200000000003
MASTER-0120,New England Highway Duplication (Goonoo Goonoo Road) (State and Federal Funded),BUD-9A68224DAA-2025-26,BUD-9A68224DAA,Transport for NSW|new england highway duplication goonoo goonoo road state and federal funded,2025-26,New England Highway Duplication (Goonoo Goonoo Road) (State and Federal Funded),Transport for NSW,Transport for NSW,general_government,Major Works,Works in Progress,New England Corridor,Tamworth,n.a.,,False,n.a.,,False,,False,4030,True,2000,True,bp3-infrastructure-statement-nsw-budget-2025-26.pdf,155,274.79200000000003
MASTER-0120,New England Highway Duplication (Goonoo Goonoo Road) (State and Federal Funded),BUD-9A68224DAA-2026-27,BUD-9A68224DAA,Transport for NSW|new england highway duplication goonoo goonoo road state and federal funded,2026-27,New England Highway Duplication (Goonoo Goonoo Road) (State and Federal Funded),Transport for NSW,Transport for NSW,general_government,Major Works,Works in Progress,New England Corridor,Tamworth,n.a.,,False,n.a.,,False,,False,5345,True,3353,True,bp3-infrastructure-statement-nsw-budget-2026-27.pdf,151,688.785
MASTER-0121,"Avoca Drive, Central Coast (State and Federal Funded)",BUD-9A6D523B2C-2024-25,BUD-9A6D523B2C,Transport for NSW|avoca drive central coast state and federal funded,2024-25,"Avoca Drive, Central Coast (State and Federal funded)",Transport for NSW,Transport for NSW,general_government,Major Works,Works in Progress,Connecting Central Coast Roads,Various,n.a.,,False,n.a.,,False,,False,,False,11037,True,bp3-infrastructure-statement-2024-25.pdf,141,148.74199999999996
MASTER-0121,"Avoca Drive, Central Coast (State and Federal Funded)",BUD-9A6D523B2C-2025-26,BUD-9A6D523B2C,Transport for NSW|avoca drive central coast state and federal funded,2025-26,"Avoca Drive, Central Coast (State and Federal Funded)",Transport for NSW,Transport for NSW,general_government,Major Works,Works in Progress,Connecting Central Coast Roads,Various,n.a.,,False,n.a.,,False,,False,,False,3442,True,bp3-infrastructure-statement-nsw-budget-2025-26.pdf,152,185.702
MASTER-0121,"Avoca Drive, Central Coast (State and Federal Funded)",BUD-9A6D523B2C-2026-27,BUD-9A6D523B2C,Transport for NSW|avoca drive central coast state and federal funded,2026-27,"Avoca Drive, Central Coast (State and Federal Funded)",Transport for NSW,Transport for NSW,general_government,Major Works,Works in Progress,Connecting Central Coast Roads,Kincumber,n.a.,,False,n.a.,,False,,False,9220,True,6594,True,bp3-infrastructure-statement-nsw-budget-2026-27.pdf,149,204.96499999999992
MASTER-0122,Regional NSW Bridge Upgrades,BUD-9A94D2DE6A-2024-25,BUD-9A94D2DE6A,Transport for NSW|regional nsw bridge upgrades,2024-25,Regional NSW Bridge Upgrades,Transport for NSW,Transport for NSW,general_government,Major Works,Works in Progress,Connecting Regional NSW (Roads and Bridges),Various,n.a.,,False,n.a.,,False,,False,162489,True,8230,True,bp3-infrastructure-statement-2024-25.pdf,141,777.732
MASTER-0122,Regional NSW Bridge Upgrades,BUD-9A94D2DE6A-2025-26,BUD-9A94D2DE6A,Transport for NSW|regional nsw bridge upgrades,2025-26,Regional NSW Bridge Upgrades,Transport for NSW,Transport for NSW,general_government,Major Works,Works in Progress,Connecting Regional NSW (Roads and Bridges),Various,n.a.,,False,n.a.,,False,,False,164190,True,8324,True,bp3-infrastructure-statement-nsw-budget-2025-26.pdf,152,759.012
MASTER-0122,Regional NSW Bridge Upgrades,BUD-9A94D2DE6A-2026-27,BUD-9A94D2DE6A,Transport for NSW|regional nsw bridge upgrades,2026-27,Regional NSW Bridge Upgrades,Transport for NSW,Transport for NSW,general_government,Major Works,Works in Progress,Connecting Regional NSW (Roads and Bridges),Various,n.a.,,False,n.a.,,False,,False,170360,True,9154,True,bp3-infrastructure-statement-nsw-budget-2026-27.pdf,149,663.2049999999999
MASTER-0123,Hill Road Upgrade,BUD-9D1EB3BB36-2024-25,BUD-9D1EB3BB36,Transport for NSW|hill road upgrade,2024-25,Hill Road Upgrade,Transport for NSW,Transport for NSW,general_government,Major Works,Works in Progress,Connecting Sydney Roads,Lidcombe,n.a.,,False,n.a.,,False,,False,26399,True,5715,True,bp3-infrastructure-statement-2024-25.pdf,142,354.25199999999995
MASTER-0123,Hill Road Upgrade,BUD-9D1EB3BB36-2025-26,BUD-9D1EB3BB36,Transport for NSW|hill road upgrade,2025-26,Hill Road Upgrade,Transport for NSW,Transport for NSW,general_government,Major Works,Works in Progress,Connecting Sydney Roads,Lidcombe,n.a.,,False,2028,2028,True,140000,True,47283,True,40511,True,bp3-infrastructure-statement-nsw-budget-2025-26.pdf,153,534.5419999999999
MASTER-0123,Hill Road Upgrade,BUD-9D1EB3BB36-2026-27,BUD-9D1EB3BB36,Transport for NSW|hill road upgrade,2026-27,Hill Road Upgrade,Transport for NSW,Transport for NSW,general_government,Major Works,Works in Progress,Connecting Sydney Roads,Lidcombe,n.a.,,False,2028,2028,True,140000,True,93261,True,31346,True,bp3-infrastructure-statement-nsw-budget-2026-27.pdf,150,368.81499999999994
